"rank","finalWorth","category","personName","age","country","city","source","industries","countryOfCitizenship","organization","selfMade","status","gender","birthDate","lastName","firstName","title","date","state","residenceStateRegion","birthYear","birthMonth","birthDay","cpi_country","cpi_change_country","gdp_country","gross_tertiary_education_enrollment","gross_primary_education_enrollment_country","life_expectancy_country","tax_revenue_country_country","total_tax_rate_country","population_country","latitude_country","longitude_country"
1368,2200,"Sports","Jerry Reinsdorf",87,"United States","Chicago","Sports teams","Sports","United States",NA,TRUE,"U","M","2/25/1936 0:00","Reinsdorf","Jerry",NA,"4/4/2023 5:01","Illinois","Midwest",1936,2,25,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,"Manufacturing","Jeffrey Lorberbaum",68,"United States","Chattanooga","Flooring","Manufacturing","United States",NA,FALSE,"D","M","10/25/1954 0:00","Lorberbaum","Jeffrey",NA,"4/4/2023 5:01","Tennessee","South",1954,10,25,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
787,3600,"Finance & Investments","Peter Kellogg",80,"United States","Short Hills","Investments","Finance & Investments","United States",NA,FALSE,"E","M","9/1/1942 0:00","Kellogg","Peter",NA,"4/4/2023 5:01","New Jersey","Northeast",1942,9,1,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,"Finance & Investments","Jose Joao Abdalla Filho",77,"Brazil","Rio de Janeiro","Investments","Finance & Investments","Brazil",NA,FALSE,"D","M","5/30/1945 0:00","Abdalla Filho","Jose Joao",NA,"4/4/2023 5:01",NA,NA,1945,5,30,167.4,3.7,"$1,839,758,040,766",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
1575,1900,"Manufacturing","Huxiong Chen",52,"China","Shanghai","Stationery","Manufacturing","China",NA,TRUE,"D","M","7/1/1970 0:00","Chen","Huxiong",NA,"4/4/2023 5:01",NA,NA,1970,7,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
852,3400,"Finance & Investments","J. Joe Ricketts & family",81,"United States","Little Jackson Hole","TD Ameritrade","Finance & Investments","United States",NA,TRUE,"D","M","7/16/1941 0:00","Ricketts","J. Joe",NA,"4/4/2023 5:01","Wyoming","South",1941,7,16,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1725,1700,"Manufacturing","Rajju Shroff",89,"India","Mumbai","Agrochemicals","Manufacturing","India",NA,TRUE,"D","M","10/20/1933 0:00","Shroff","Rajju",NA,"4/4/2023 5:01",NA,NA,1933,10,20,180.44,7.7,"$2,611,000,000,000",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1575,1900,"Diversified","Roberto Angelini Rossi",74,"Chile","Santiago","Forestry, mining","Diversified","Chile",NA,FALSE,"U","M","7/30/1948 0:00","Angelini Rossi","Roberto",NA,"4/4/2023 5:01",NA,NA,1948,7,30,131.91,2.6,"$282,318,159,745",88.5,101.4,80,18.2,34,18952038,-35.675147,-71.542969
611,4500,"Fashion & Retail","Odd Reitan & family",71,"Norway","Trondheim","Retail, real estate","Fashion & Retail","Norway",NA,FALSE,"D","M","9/11/1951 0:00","Reitan","Odd",NA,"4/4/2023 5:01",NA,NA,1951,9,11,120.27,2.2,"$403,336,363,636",82,100.3,82.8,23.9,36.2,5347896,60.472024,8.468946
290,7600,"Manufacturing","John Reece",66,"United Kingdom","London","Chemicals","Manufacturing","United Kingdom",NA,TRUE,"U","M","3/7/1957 0:00","Reece","John",NA,"4/4/2023 5:01",NA,NA,1957,3,7,119.62,1.7,"$2,827,113,184,696",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
2405,1100,"Manufacturing","Donald Friese",82,"United States","Los Angeles","Manufacturing","Manufacturing","United States",NA,TRUE,"E","M","10/3/1940 0:00","Friese","Donald",NA,"4/4/2023 5:01","California","West",1940,10,3,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,"Fashion & Retail","Réal Plourde",NA,"Canada","Westmount","Convenience stores","Fashion & Retail","Canada",NA,TRUE,"N","M",NA,"Plourde","Réal",NA,"4/4/2023 5:01",NA,NA,NA,NA,NA,116.76,1.9,"$1,736,425,629,520",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
325,7100,"Manufacturing","Zhang Hejun",71,"China","Ningbo","Electronics","Manufacturing","China",NA,TRUE,"U","M","1/1/1952 0:00","Zhang","Hejun",NA,"4/4/2023 5:01",NA,NA,1952,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
949,3100,"Manufacturing","Cho Tak Wong",76,"China","Fuqing","Auto parts","Manufacturing","Hong Kong",NA,TRUE,"D","M","5/15/1946 0:00","Cho","Tak Wong",NA,"4/4/2023 5:01",NA,NA,1946,5,15,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,"Manufacturing","Zhuo Jun",57,"Hong Kong","Hong Kong","Printed circuit boards","Manufacturing","Hong Kong",NA,FALSE,"D","F","1/1/1966 0:00","Zhuo","Jun",NA,"4/4/2023 5:01",NA,NA,1966,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,6700,"Finance & Investments","Christopher Hohn",56,"United Kingdom","London","Hedge funds","Finance & Investments","United Kingdom","The Children's Investment Fund Management",TRUE,"D","M","10/27/1966 0:00","Hohn","Christopher","Investor","4/4/2023 5:01",NA,NA,1966,10,27,119.62,1.7,"$2,827,113,184,696",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
534,5000,"Media & Entertainment","George Lucas",78,"United States","San Anselmo","Star Wars","Media & Entertainment","United States",NA,TRUE,"D","M","5/14/1944 0:00","Lucas","George",NA,"4/4/2023 5:01","California","West",1944,5,14,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
534,5000,"Healthcare","Thomas Straumann",59,"Switzerland","Basel","Dental implants","Healthcare","Switzerland",NA,FALSE,"D","M","7/22/1963 0:00","Straumann","Thomas",NA,"4/4/2023 5:01",NA,NA,1963,7,22,99.55,0.4,"$703,082,435,360",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
1104,2700,"Media & Entertainment","Thomas Tull",52,"United States","Pittsburgh","Movies, investments","Media & Entertainment","United States",NA,TRUE,"U","M","6/11/1970 0:00","Tull","Thomas",NA,"4/4/2023 5:01","Pennsylvania","Northeast",1970,6,11,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
591,4600,"Telecom","Richard Li",56,"Hong Kong","Hong Kong","Telecom","Telecom","Hong Kong",NA,FALSE,"D","M","11/8/1966 0:00","Li","Richard",NA,"4/4/2023 5:01",NA,NA,1966,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2259,1200,"Food & Beverage","Martha MacMillan",71,"United States","Orono","Cargill","Food & Beverage","United States",NA,FALSE,"D","F","10/1/1951 0:00","MacMillan","Martha",NA,"4/4/2023 5:01","Minnesota","Midwest",1951,10,1,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1434,2100,"Technology","Melissa Ma",NA,"China","Beijing","Internet search","Technology","China",NA,TRUE,"U","F",NA,"Ma","Melissa",NA,"4/4/2023 5:01",NA,NA,NA,NA,NA,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,"Real Estate","Su Suyu & family",74,"China","Shantou","Utilities, real estate","Real Estate","China",NA,TRUE,"D","F","11/24/1948 0:00","Su","Suyu",NA,"4/4/2023 5:01",NA,NA,1948,11,24,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2020,1400,"Diversified","John Bloor",79,"United Kingdom","Aberdyfi","Real estate, manufacturing","Diversified","United Kingdom",NA,TRUE,"D","M","6/16/1943 0:00","Bloor","John",NA,"4/4/2023 5:01",NA,NA,1943,6,16,119.62,1.7,"$2,827,113,184,696",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
2540,1000,"Real Estate","Jianming Geng",60,"China","Langfang","Real estate","Real Estate","China",NA,TRUE,"D","M","9/1/1962 0:00","Geng","Jianming",NA,"4/4/2023 5:01",NA,NA,1962,9,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2020,1400,"Fashion & Retail","Tom Persson",38,"Sweden","Stockholm","H&M","Fashion & Retail","Sweden",NA,FALSE,"D","M","1/1/1985 0:00","Persson","Tom",NA,"4/4/2023 5:01",NA,NA,1985,1,1,110.51,1.8,"$530,832,908,738",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
1725,1700,"Real Estate","William Heinecke",73,"Thailand","Bangkok","Hotels","Real Estate","Thailand",NA,TRUE,"E","M","6/4/1949 0:00","Heinecke","William",NA,"4/4/2023 5:01",NA,NA,1949,6,4,113.27,0.7,"$543,649,976,166",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
1272,2400,"Healthcare","Otto Philipp Braun",45,"Germany","Melsungen","Medical technology","Healthcare","Germany",NA,FALSE,"D","M","1/1/1978 0:00","Braun","Otto Philipp",NA,"4/4/2023 5:01",NA,NA,1978,1,1,112.85,1.4,"$3,845,630,030,824",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1516,2000,"Technology","Matthew Prince",48,"United States","Park City","Cybersecurity","Technology","United States",NA,TRUE,"D","M","1/1/1975 0:00","Prince","Matthew",NA,"4/4/2023 5:01","Utah","West",1975,1,1,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,"Technology","Xu Zhihan",50,"China","Wuxi","Electronics","Technology","China",NA,TRUE,"D","M","11/30/1972 0:00","Xu","Zhihan",NA,"4/4/2023 5:01",NA,NA,1972,11,30,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2259,1200,"Technology","Sam Hupert",68,"Australia","Melbourne","Technology","Technology","Australia",NA,TRUE,"N","M","12/25/1954 0:00","Hupert","Sam",NA,"4/4/2023 5:01",NA,NA,1954,12,25,119.8,1.6,"$1,392,680,589,329",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
2540,1000,"Media & Entertainment","Rui Chen",45,"China","Shanghai","Online entertainment","Media & Entertainment","China",NA,TRUE,"R","M","1/1/1978 0:00","Chen","Rui",NA,"4/4/2023 5:01",NA,NA,1978,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
268,7900,"Finance & Investments","Orlando Bravo",52,"United States","Miami Beach","Private equity","Finance & Investments","United States",NA,TRUE,"U","M","9/23/1970 0:00","Bravo","Orlando",NA,"4/4/2023 5:01","Florida","South",1970,9,23,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
405,6300,"Manufacturing","Stef Wertheimer & family",96,"Israel","Tel Aviv","Metalworking tools","Manufacturing","Israel",NA,TRUE,"U","M","7/16/1926 0:00","Wertheimer","Stef",NA,"4/4/2023 5:01",NA,NA,1926,7,16,108.15,0.8,"$395,098,666,122",63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612
1804,1600,"Logistics","Norbert Dentressangle",68,"France","Lyon","Transport, logistics","Logistics","France",NA,TRUE,"D","M","7/9/1954 0:00","Dentressangle","Norbert",NA,"4/4/2023 5:01",NA,NA,1954,7,9,110.05,1.1,"$2,715,518,274,227",65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749
365,6700,"Manufacturing","Agnete Kirk Thinggaard",39,"Denmark","Billund","Lego","Manufacturing","Denmark",NA,FALSE,"D","F","5/18/1983 0:00","Thinggaard","Agnete Kirk",NA,"4/4/2023 5:01",NA,NA,1983,5,18,110.35,0.8,"$348,078,018,464",80.6,101.3,81,32.4,23.8,5818553,56.26392,9.501785
1217,2500,"Finance & Investments","Leon G. Cooperman",79,"United States","Boca Raton","Hedge funds","Finance & Investments","United States","Omega Advisors, Inc.",TRUE,"E","M","4/25/1943 0:00","Cooperman","Leon G.","Founder","4/4/2023 5:01","Florida","South",1943,4,25,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2020,1400,"Real Estate","Raymond Kwok",69,"Hong Kong","Hong Kong","Real estate","Real Estate","Hong Kong",NA,FALSE,"U","M","4/10/1953 0:00","Kwok","Raymond",NA,"4/4/2023 5:01",NA,NA,1953,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,8900,"Food & Beverage","Jorn Rausing",63,"United Kingdom","Surrey","Packaging","Food & Beverage","Sweden",NA,FALSE,"D","M","1/1/1960 0:00","Rausing","Jorn",NA,"4/4/2023 5:01",NA,NA,1960,1,1,119.62,1.7,"$2,827,113,184,696",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
246,8300,"Fashion & Retail","John Morris",75,"United States","Springfield","Sporting goods retail","Fashion & Retail","United States",NA,TRUE,"U","M","3/19/1948 0:00","Morris","John",NA,"4/4/2023 5:01","Missouri","Midwest",1948,3,19,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1067,2800,"Manufacturing","Li Weiguo",58,"China","Beijing","Construction materials","Manufacturing","China",NA,TRUE,"D","M","1/1/1965 0:00","Li","Weiguo",NA,"4/4/2023 5:01",NA,NA,1965,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2,180000,"Automotive","Elon Musk",51,"United States","Austin","Tesla, SpaceX","Automotive","United States","Tesla",TRUE,"D","M","6/28/1971 0:00","Musk","Elon","CEO","4/4/2023 5:01","Texas","South",1971,6,28,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1434,2100,"Fashion & Retail","Edward Stack",68,"United States","Sewickley","Dick's Sporting Goods","Fashion & Retail","United States","Dick's Sporting Goods",TRUE,"U","M","12/27/1954 0:00","Stack","Edward","Chairman and CEO","4/4/2023 5:01","Pennsylvania","Northeast",1954,12,27,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
591,4600,"Healthcare","Xue Min",66,"China","Wuhan","Healthcare","Healthcare","China",NA,TRUE,"N","M","1/1/1957 0:00","Xue","Min",NA,"4/4/2023 5:01",NA,NA,1957,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
115,15200,"Automotive","Huang Shilin",56,"China","Ningde","Batteries","Automotive","China",NA,TRUE,"D","M","1/1/1967 0:00","Huang","Shilin",NA,"4/4/2023 5:01",NA,NA,1967,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
766,3700,"Technology","Jim Kavanaugh",60,"United States","St. Louis","IT provider","Technology","United States",NA,TRUE,"U","M","10/17/1962 0:00","Kavanaugh","Jim",NA,"4/4/2023 5:01","Missouri","Midwest",1962,10,17,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1434,2100,"Fashion & Retail","Stefano Gabbana",60,"Italy","Milan","Luxury goods","Fashion & Retail","Italy",NA,TRUE,"U","M","11/14/1962 0:00","Gabbana","Stefano",NA,"4/4/2023 5:01",NA,NA,1962,11,14,110.62,0.6,"$2,001,244,392,042",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
878,3300,"Automotive","Walter Frey",79,"Switzerland","Küsnacht","Car dealerships","Automotive","Switzerland",NA,FALSE,"U","M","7/30/1943 0:00","Frey","Walter",NA,"4/4/2023 5:01",NA,NA,1943,7,30,99.55,0.4,"$703,082,435,360",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
1725,1700,"Finance & Investments","Duncan MacMillan",85,"United States","Princeton","Bloomberg LP","Finance & Investments","United States",NA,TRUE,"U","M","12/17/1937 0:00","MacMillan","Duncan",NA,"4/4/2023 5:01","New Jersey","Northeast",1937,12,17,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
206,9300,"Technology","Brian Chesky",41,"United States","San Francisco","Airbnb","Technology","United States","Airbnb, Inc.",TRUE,"D","M","8/29/1981 0:00","Chesky","Brian","CEO and Cofounder","4/4/2023 5:01","California","West",1981,8,29,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1312,2300,"Finance & Investments","Justin Ishbia",45,"United States","Chicago","Private equity","Finance & Investments","United States",NA,FALSE,"U","M","9/18/1977 0:00","Ishbia","Justin",NA,"4/4/2023 5:01","Illinois","Midwest",1977,9,18,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2259,1200,"Media & Entertainment","Guy Laliberté",63,"Canada","Montreal","Cirque du Soleil","Media & Entertainment","Canada","Cirque du Soleil",TRUE,"E","M","1/1/1960 0:00","Laliberté","Guy","Cofounder and CEO","4/4/2023 5:01",NA,NA,1960,1,1,116.76,1.9,"$1,736,425,629,520",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
878,3300,"Finance & Investments","Stephen Smith",71,"Canada","Toronto","Finance and investments","Finance & Investments","Canada",NA,TRUE,"U","M","6/2/1951 0:00","Smith","Stephen",NA,"4/4/2023 5:01",NA,NA,1951,6,2,116.76,1.9,"$1,736,425,629,520",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
787,3600,"Technology","Zeng Fangqin",57,"China","Shenzhen","Smartphone components","Technology","China",NA,TRUE,"D","F","12/25/1965 0:00","Zeng","Fangqin",NA,"4/4/2023 5:01",NA,NA,1965,12,25,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2020,1400,"Fashion & Retail","Christoph Henkel",65,"United Kingdom","London","Consumer goods","Fashion & Retail","Germany",NA,FALSE,"E","M","2/11/1958 0:00","Henkel","Christoph",NA,"4/4/2023 5:01",NA,NA,1958,2,11,119.62,1.7,"$2,827,113,184,696",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1647,1800,"Technology","Parker Conrad",42,"United States","San Francisco","Software","Technology","United States",NA,TRUE,"N","M","4/13/1980 0:00","Conrad","Parker",NA,"4/4/2023 5:01","California","West",1980,4,13,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,"Finance & Investments","David Golub",60,"United States","New York","Private equity","Finance & Investments","United States",NA,TRUE,"E","M","4/16/1962 0:00","Golub","David","Investor","4/4/2023 5:01","New York","Northeast",1962,4,16,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,"Fashion & Retail","Bernd Freier",66,"Germany","Rottendorf","Fashion retail","Fashion & Retail","Germany",NA,TRUE,"D","M","1/1/1957 0:00","Freier","Bernd",NA,"4/4/2023 5:01",NA,NA,1957,1,1,112.85,1.4,"$3,845,630,030,824",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
215,9000,"Technology","David Cheriton",72,"United States","Palo Alto","Google","Technology","Canada","Stanford University",TRUE,"D","M","3/29/1951 0:00","Cheriton","David","Professor","4/4/2023 5:01","California","West",1951,3,29,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
818,3500,"Fashion & Retail","Clemente Del Vecchio",18,"Italy","Milan","Eyeglases","Fashion & Retail","Italy",NA,FALSE,"N","M","5/6/2004 0:00","Del Vecchio","Clemente",NA,"4/4/2023 5:01",NA,NA,2004,5,6,110.62,0.6,"$2,001,244,392,042",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
442,5800,"Finance & Investments","Josh Harris",58,"United States","Miami","Private equity","Finance & Investments","United States",NA,TRUE,"E","M","12/29/1964 0:00","Harris","Josh",NA,"4/4/2023 5:01","Florida","South",1964,12,29,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,"Real Estate","Raj Kumar",68,"Singapore","Singapore","Real estate, hotels","Real Estate","Singapore",NA,TRUE,"Split Family Fortune","M","5/25/1954 0:00","Kumar","Raj",NA,"4/4/2023 5:01",NA,NA,1954,5,25,114.41,0.6,"$372,062,527,489",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
332,7000,"Media & Entertainment","Igor Bukhman",41,"United Kingdom","London","Online games","Media & Entertainment","Israel",NA,TRUE,"D","M","3/29/1982 0:00","Bukhman","Igor",NA,"4/4/2023 5:01",NA,NA,1982,3,29,119.62,1.7,"$2,827,113,184,696",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
534,5000,"Finance & Investments","Alexander Gerko",43,"United Kingdom","London","Trading","Finance & Investments","United Kingdom",NA,TRUE,"N","M","12/3/1979 0:00","Gerko","Alexander",NA,"4/4/2023 5:01",NA,NA,1979,12,3,119.62,1.7,"$2,827,113,184,696",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1575,1900,"Automotive","Fritz Draexlmaier",NA,"Germany","Landshut","Auto parts","Automotive","Germany",NA,FALSE,"U","M",NA,"Draexlmaier","Fritz",NA,"4/4/2023 5:01",NA,NA,NA,NA,NA,112.85,1.4,"$3,845,630,030,824",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1804,1600,"Energy","Michael Polsky",74,"United States","Chicago","Electric power","Energy","United States",NA,TRUE,"U","M","1/1/1949 0:00","Polsky","Michael",NA,"4/4/2023 5:01","Illinois","Midwest",1949,1,1,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2259,1200,"Manufacturing","Zsolt Felcsuti",51,"Hungary",NA,"Manufacturing","Manufacturing","Hungary",NA,TRUE,"N","M","5/26/1971 0:00","Felcsuti","Zsolt",NA,"4/4/2023 5:01",NA,NA,1971,5,26,121.64,3.3,"$160,967,157,504",48.5,100.8,75.8,23,37.9,9769949,47.162494,19.503304
567,4800,"Manufacturing","Helen Johnson-Leipold",66,"United States","Racine","Cleaning products","Manufacturing","United States",NA,FALSE,"U","F","12/30/1956 0:00","Johnson-Leipold","Helen",NA,"4/4/2023 5:01","Wisconsin","Midwest",1956,12,30,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1575,1900,"Real Estate","Hui Wing Mau",72,"Hong Kong","Hong Kong","Real estate","Real Estate","Hong Kong",NA,TRUE,"D","M","7/1/1950 0:00","Hui","Wing Mau",NA,"4/4/2023 5:01",NA,NA,1950,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,3200,"Real Estate","Geoffrey Palmer",72,"United States","Beverly Hills","Real estate","Real Estate","United States",NA,FALSE,"N","M","5/11/1950 0:00","Palmer","Geoffrey",NA,"4/4/2023 5:01","California","West",1950,5,11,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2133,1300,"Healthcare","Liu Gexin & family",71,"China","Chengdu","Pharmaceuticals","Healthcare","China",NA,TRUE,"R","M","5/12/1951 0:00","Liu","Gexin",NA,"4/4/2023 5:01",NA,NA,1951,5,12,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2259,1200,"Technology","Frederic Luddy",68,"United States","San Diego","Software","Technology","United States","ServiceNow",TRUE,"D","M","11/24/1954 0:00","Luddy","Frederic","Founder and Chief Product Officer","4/4/2023 5:01","California","West",1954,11,24,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,"Finance & Investments","Michiel Le Roux",73,"South Africa","Stellenbosch","Banking","Finance & Investments","South Africa",NA,TRUE,"D","M","5/20/1949 0:00","Le Roux","Michiel",NA,"4/4/2023 5:01",NA,NA,1949,5,20,158.93,4.1,"$351,431,649,241",22.4,100.9,63.9,27.5,29.2,58558270,-30.559482,22.937506
